2021-04-28 14:51:19,73.18,Fahrenheit
2021-04-28 14:51:21,73.18,Fahrenheit
2021-04-28 14:51:23,73.18,Fahrenheit
2021-04-28 14:51:25,73.18,Fahrenheit
2021-04-28 14:51:26,73.18,Fahrenheit
2021-04-28 14:51:28,73.62,Fahrenheit
2021-04-28 14:51:30,73.85,Fahrenheit
2021-04-28 14:51:32,73.96,Fahrenheit
2021-04-28 14:51:33,73.96,Fahrenheit
2021-04-28 14:51:35,74.07,Fahrenheit
2021-04-28 14:51:37,73.96,Fahrenheit
2021-04-28 14:51:39,73.96,Fahrenheit
2021-04-28 14:51:40,73.96,Fahrenheit
2021-04-28 14:51:42,73.96,Fahrenheit
2021-04-28 14:51:44,73.96,Fahrenheit
2021-04-28 14:51:46,73.96,Fahrenheit
2021-04-28 14:51:47,73.96,Fahrenheit
2021-04-28 14:51:49,74.19,Fahrenheit
2021-04-28 14:51:51,74.41,Fahrenheit
2021-04-28 14:51:53,74.64,Fahrenheit
2021-04-28 14:51:54,74.64,Fahrenheit
2021-04-28 14:51:56,74.75,Fahrenheit
2021-04-28 14:51:58,74.75,Fahrenheit
2021-04-28 14:52:00,74.75,Fahrenheit
2021-04-28 14:52:01,74.75,Fahrenheit
2021-04-28 14:52:03,74.75,Fahrenheit
2021-04-28 14:52:05,74.75,Fahrenheit
2021-04-28 14:52:07,74.75,Fahrenheit
2021-04-28 14:52:08,74.75,Fahrenheit
2021-04-28 18:32:03,68.34,Fahrenheit
2021-04-28 18:32:05,68.34,Fahrenheit
2021-04-28 18:32:07,68.34,Fahrenheit
2021-04-28 18:32:09,68.45,Fahrenheit
2021-04-28 18:40:59,69.12,Fahrenheit
2021-04-28 18:41:00,69.12,Fahrenheit
2021-04-28 18:41:02,69.24,Fahrenheit
2021-04-28 18:41:04,69.24,Fahrenheit
2021-04-28 18:41:06,69.24,Fahrenheit
2021-04-28 18:41:07,69.35,Fahrenheit
2021-04-28 18:41:09,69.35,Fahrenheit
2021-04-28 18:41:11,69.46,Fahrenheit
2021-04-28 18:41:13,69.46,Fahrenheit
2021-04-28 18:41:14,69.46,Fahrenheit
2021-04-28 18:41:16,69.57,Fahrenheit
2021-04-28 18:41:18,69.57,Fahrenheit
